Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Brazil,BRA,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,9.34562892885387,9.37228439234048,10.6981611559145,10.9158831389842,8.35150108814621,7.34244107776266,5.85937137492378,4.10921507850272,3.50249779071959,2.80359581955994,2.11166026894576,2.29755303691847,1.91041470764563,3.48337403817568,2.52887180210035,..
Brazil,BRA,Net migration,SM.POP.NETM,..,..,0,..,..,..,..,0,..,..,..,..,15924,..,..,..
Brazil,BRA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,365988006.6,709002014.2,360891998.3,333194000.2,400608001.7,373953000,529306000,562634000,813083000,730896100,1023656774.64,1123817121.58,1063670886.79,1150189008.34,1538775897.25,1339086890.17
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,32994718699.75,23225846372.251,16586600193.114,10123013670.9901,18181190855.2842,15459981604.1196,19378093068.2773,44579492463.6336,50716402711.4787,31480932200,88452079263.99,101157817518.34,86606502980.75,69181422946.63,96894980842.28,75074564670.27
Brazil,BRA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.31619935350986,1.23041555414749,1.14739054237786,1.07979563979849,0.829481070398952,1.28963805244546,0.594814086407855,1.66610886773425,2.36361204773868,1.71290176234628,2.26388637815881,4.05046771359463,6.32835956461685,5.60390429468509,4.42337586343199,..
Mexico,MEX,"Population, total",SP.POP.TOTL,102808590,104239563,105578297,106888418,108257822,109747906,111382857,113139374,114972821,116815612,118617542,120365271,122070963,123740109,125385833,127017224
Mexico,MEX,Population growth (annual %),SP.POP.GROW,1.51125629236518,1.38228307177647,1.2761088757382,1.23326385978506,1.27301550181981,1.3670349114033,1.47874567106962,1.56470281743933,1.60753043686233,1.59009645450786,1.53076587183814,1.46266598582924,1.4071495144712,1.35809314149312,1.32121763533464,1.29270519749327
Mexico,MEX,Surface area (sq. km),AG.SRF.TOTL.K2,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,49,..,52,..,51.6,..,53.2,..
Mexico,MEX,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,591218052474.576,650808054202.966,694386112899.516,733578223150.253,799778442459.412,846883115607.384,921879304539.138,1027394888277.89,1100935667087.68,1014961547413.65,1048984726241.95,1092440080728.14,1193087275584.86,1226815971438.36,1263645494740.91,1233657846512.31
Mexico,MEX,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5750,6240,6580,6860,7390,7720,8280,9080,9580,8690,8840,9080,9770,9910,10080,9710
Mexico,MEX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1037531569720.05,1053319220225.78,1073882959752.46,1112113573443.83,1195751916360.24,1300759187715.49,1432295322504.92,1557241963869.52,1650639145129.84,1641225201630.6,1748866416302.93,1900683442605.92,1984596403632.76,1980271550173.8,2156333871872.98,2178018671602.2
Mexico,MEX,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,10090,10100,10170,10400,11050,11850,12860,13760,14360,14050,14740,15790,16260,16000,17200,17150
Mexico,MEX,Income share held by lowest 20%,SI.DST.FRST.20,3.89,..,4.31,..,4.52,3.69,4.72,..,4.76,..,4.72,..,4.86,..,..,..
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.2997317073171,74.5334878048781,74.7447073170732,74.937512195122,75.1154878048781,75.2820975609756,75.4387804878049,75.5879268292683,75.7324634146342,75.8774146341463,76.0267804878049,76.1856585365854,76.3540975609756,76.5326585365854,76.7218536585366,..
Mexico,MEX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.747,2.697,2.649,2.604,2.561,2.521,2.483,2.447,2.415,2.385,2.356,2.328,2.3,2.272,2.243,..
Mexico,MEX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,79.6914,78.2072,76.723,75.6132,74.5034,73.3936,72.2838,71.174,70.1332,69.0924,68.0516,67.0108,65.97,64.7146,63.4592,..
Mexico,MEX,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,70,..,..,74.5,73,73.7,70.9,..,..,72.5,..,..,..,..,..,..
Mexico,MEX,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,95,..,..,93.4,93.7,..,95.3,94.08,..,96,..,..,..
Mexico,MEX,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,25.6,24.1,22.6,21.4,20.4,19.5,18.9,18.4,17.9,17.4,16.8,16,15.3,14.5,13.8,13.2
Mexico,MEX,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,3.40000009536743,..,..,..,..,..,2.79999995231628,..,..,..
Mexico,MEX,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96,95,96,96,96,96,96,96,96,96,95,98,99,89,97,..
Mexico,MEX,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,95.0646,95.42043,96.3493,95.88364,97.2031,97.43583,97.11737,97.02297,95.40584,92.98161,92.57442,92.60792,98.85065,102.82186,..,..
Mexico,MEX,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,69.91109,71.46404,73.81749,77.30063,78.55181,79.23291,80.90894,81.81571,83.25813,82.57072,83.18589,83.52263,85.09176,87.03738,..,..
Mexico,MEX,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.99969,1.00744,1.01662,1.02861,1.02622,1.02632,1.02902,1.03028,1.03239,1.0339,1.03189,1.02977,1.02916,1.02584,..,..
Mexico,MEX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,..
Mexico,MEX,Forest area (sq. km),AG.LND.FRST.K2,678560,677014,675468,673922,672376,670830,669660,668490,667320,666150,664980,664064,663148,662232,661316,660400
Mexico,MEX,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,..,..,12.0756627907556,..,..,..,..,13.1077548028989,..,..,..,..,14.1667143457261,..,14.6803928626875,..
Mexico,MEX,Improved water source (% of population with access),SH.H2O.SAFE.ZS,88.6,89.2,89.7,90.3,90.9,91.4,92,92.5,93,93.6,94.1,94.6,95.1,95.6,96.1,96.1
Mexico,MEX,Improved sanitation facilities (% of population with access),SH.STA.ACSN,74.7,75.5,76.3,77.1,77.8,78.6,79.4,80.1,80.9,81.6,82.3,83,83.7,84.4,85.1,85.2
Mexico,MEX,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1408.55529678989,1424.27816970031,1412.86939871743,1467.26493790936,1485.56113571175,1537.09261660081,1534.152863398,1551.28978351957,1572.87888935073,1500.42484047423,1486.02715102628,1525.35269911867,1545.49833444011,1545.77545264648,1510.11919344987,..
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.72058829909057,3.79545237540952,3.71155150380954,3.79759166236327,3.80358132459011,3.9676193457395,3.99784272008753,4.05576203736111,4.12698810791117,3.85714959914776,3.75209081638195,3.87610761080744,..,..,..,..
Mexico,MEX,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1717.44403847966,1744.64468927215,1753.75058379659,1719.34437274579,1817.73470373346,1869.74865834798,1877.5600270336,1905.74680040213,1908.34666916627,1863.53515829716,1903.9848254485,2074.24448867813,2037.24123975331,2056.96440755519,..,..
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,683647980782.407,724703571306.821,741559499084.745,713284260879.765,770267585947.191,866346483685.297,965281191371.844,1043471321169.09,1101275278668.79,894948748436.748,1051128603513.77,1171187519660.64,1186598324461.82,1261832901816.47,1297845522512.7,1144331343172.45
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.29647383846377,-0.605492390087392,0.131917168641934,1.42267124240306,4.2957142512237,3.03257365857694,4.94451434826912,3.20412301672219,1.40029037023363,-4.70033886285106,5.11019848994361,4.04461387888593,4.01817386885878,1.34536241963883,2.25031646693301,2.54686997094976
Mexico,MEX,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,10.8175392546191,5.37321381031637,5.62251496336764,5.96574749172743,8.31070666267976,5.40904696609836,6.18290931296303,5.02281099734046,6.00125274209972,3.53693541013497,4.48515814278088,5.28786861865076,3.25245432694732,1.76158427493789,4.68977204722614,2.513814996655
Mexico,MEX,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,3.53531324882053,3.66546994717651,3.57639670988001,3.58614159642496,3.57519330375816,3.37019049174229,3.19520469176241,3.32006056513964,3.29099253404323,3.52347030611257,3.46027397884411,3.35219289619722,3.5214512317903,3.52323452643904,3.54750742569579,3.70613406195922
Mexico,MEX,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,34.8580098567041,33.0251016417851,32.8761127605823,33.7122856425892,35.3787601650144,35.1727900781268,36.4292126589945,36.0999737363487,36.5558510293067,34.2895383506469,35.0863423473207,36.3221534724316,36.3503448845937,34.3961903554123,34.2932510038821,32.7143722540672
Mexico,MEX,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,61.6066768944753,63.3094284110383,63.5474905295377,62.7015727609858,61.0460465312274,61.457019430131,60.3755826492431,60.5799656985117,60.1531564366501,62.1869913432405,61.4533836738352,60.3256536313712,60.128203883616,62.0805751181487,62.1592415704221,63.5794936839736
Mexico,MEX,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,26.2767044118625,23.6441256878902,23.462546925634,24.8961465738012,26.233685674828,26.5677272507675,27.6010925789207,27.7405852166831,27.8981786298626,27.2804305480435,29.871650866862,31.2643333965175,32.6449560138839,31.7794468930656,32.3137021379203,35.3356219519122
Mexico,MEX,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,26.8543468507975,24.883921252508,24.9085366593447,26.3391238571593,27.992727188001,28.0087189860465,28.8540030486397,29.3241666387369,30.1729083737744,28.7543632718988,31.0748839162427,32.5121867050135,33.7633630159436,32.6665628295781,33.3833798074223,37.4610399033595
Mexico,MEX,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,22.5054710859179,20.9295845766301,19.9741526380085,21.8865226915676,22.6552416666722,22.2711632569606,23.5074796850663,23.3919595180386,24.4362963785576,22.9068640872212,22.0559606336771,22.2600126458037,23.0510459066969,21.6660436566692,21.545150832612,22.7217867735901
Mexico,MEX,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,12.5399468901645,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,-0.995374334090873,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Start-up procedures to register a business (number),IC.REG.PROC,..,..,..,..,..,..,..,..,..,..,..,..,..,6,6,6
Mexico,MEX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,18.3140788124188,17.4220722787836,14.0165624104724,17.1786995340214,22.2522657225967,27.6018838309112,36.0874254169334,38.1155314891067,21.2530803636057,39.3369386364231,43.2245130121271,34.895336838837,44.2488978094703,41.6866321398636,37.0032728602569,35.1518187804613
Mexico,MEX,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.486084985792046,0.488508913059213,0.469213133882838,0.454985871628993,0.406223687618839,0.418022840774587,0.422933908221671,0.458070629980504,0.448540527020208,0.542546694880151,0.561034916262229,0.552549299820041,0.588133033315978,0.621129273005431,0.667520244581662,0.676334282871678
Mexico,MEX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,13.5528941437453,20.6546273069979,24.29476814893,27.8537176060571,35.1532182529869,42.5611567174915,49.408753526036,58.6272950897596,65.4994811210096,71.4581751168363,77.5182632596037,79.2411829391876,83.3507082650968,87.260629132271,82.2200092302685,..
Mexico,MEX,Internet users (per 100 people),IT.NET.USER.P2,5.08138415338066,7.0380231165045,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,37.1762954125184,39.75,43.46,44.39,..
Mexico,MEX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,22.4513507735298,22.0560002351257,21.4267084451293,21.3990961160438,21.2853964199035,19.6356592638499,18.9814078547771,17.177060002047,15.7292335314881,18.1761874996013,16.9378093587142,16.5098163124355,16.3350661941771,15.9247617560815,15.9921956045596,14.6869368099466
Mexico,MEX,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,50.5861543837532,45.7547674840442,45.0090369568386,47.7277941868657,50.6629385838851,51.0704705717626,53.1903640710445,53.8651366450849,55.3511506893028,52.6541175484201,57.8911216920403,60.6766112232748,63.3109830439651,61.1000442998541,62.3117226181354,68.6909889071823
Mexico,MEX,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,100,110.854380376,113.0714367576,112.525347811,112.5251853726,110.4607930899,106.4071233009,106.4071621689,98.8198565179,97.0737366147,99.0372548335,99.5567147841,97.5656158002,99.6647408174,97.1731431951,..
Mexico,MEX,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,152260437000,165913875000,156970661000,158369264000,165602737000,170520204000,170608370000,196080703000,197671890000,193342946000,245906481000,291833290000,348945146000,406042143000,432602236000,..
Mexico,MEX,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,8.77834143048463,6.68375320948924,5.14985555779769,4.61546993492803,5.22025200118515,4.28594603495191,5.78461586940672,3.63286254110012,3.19122404068827,3.52329089364656,3.08516919784287,3.59107338132598,5.98070318723244,3.34844582508542,4.06260014013719,..
Mexico,MEX,Net migration,SM.POP.NETM,..,..,-2841190,..,..,..,..,-409596,..,..,..,..,-523585,..,..,..
Mexico,MEX,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,..,..,..,..,..,..,..,..,..,..,..,..,..,866997321,1001831236,810619117
Mexico,MEX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,18314697208.14,30055344733.19,24047891414.89,18221148210.9,24913521736.636,25971074831.76,21109968232.26,32407302149.2,29078447750.46,17899614355.54,26431284197.29,23649208419.8,20436852837.62,45854568759.58,25675440122.31,30284595502.551
Mexico,MEX,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,-0.562015294636372,1.13248747982568,1.18537619526104,1.15194894174596,0.997248956292507,1.64449606901839,2.42236558898826,1.0022151969835,1.29717613869803,1.5790697565322,3.96636106318912,8.06071379177138,3.41383396803382,4.53741316811027,6.43374120264448,..
United Kingdom,GBR,"Population, total",SP.POP.TOTL,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258918,63700300,64128226,64613160,65138232
United Kingdom,GBR,Population growth (annual %),SP.POP.GROW,0.357300887421605,0.384975969564228,0.423337079636281,0.465641113602993,0.568943113421317,0.68661130607346,0.73504867842129,0.778666112441256,0.787032622318939,0.756390859593407,0.783888646646516,0.781677289298684,0.695315842711388,0.669533807456598,0.753349499398544,0.809355272673642
United Kingdom,GBR,Surface area (sq. km),AG.SRF.TOTL.K2,243610,243610,243610,243610,243610,243610,243610,243610,243610,243610,243610,243610,243610,243610,243610,243610
United Kingdom,GBR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1613437235527.3,1608996277280.74,1637670654730.29,1823553937406.21,2168197131509.3,2485734583532.66,2645488622709.76,2835805297202.14,2904223573635.81,2666938628886.87,2540957130680.13,2542593469517.85,2612525231558.71,2695974333834.52,2800694351406.74,2823301057167.33
United Kingdom,GBR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,27400,27220,27580,30570,36140,41150,43480,46240,46990,42820,40480,40190,41010,42040,43350,43340
United Kingdom,GBR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1627487245299.16,1721899028289.01,1816306500517.03,1892170069919.58,2021674749107.03,2142582285007.38,2270765853020.3,2325258175226.02,2343012062816.99,2272667276329.83,2281280447991.75,2343933659585.17,2394757529637.82,2483802182646.67,2551584309092.07,2641650136137.58
United Kingdom,GBR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,27630,29130,30590,31720,33700,35470,37320,37920,37910,36490,36350,37050,37590,38730,39490,40550
United Kingdom,GBR,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,6.58,6.72,6.9,6.8,7.07,6.98,7.08,7.08,7.51,..,..,..
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.7414634146342,77.9926829268293,78.1439024390244,78.4463414634146,78.7463414634146,79.0487804878049,79.2487804878049,79.4487804878049,79.6,80.0512195121951,80.4024390243902,80.9512195121951,80.9048780487805,81.0048780487805,81.0560975609756,..
United Kingdom,GBR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.64,1.63,1.63,1.7,1.75,1.76,1.82,1.86,1.91,1.89,1.92,1.91,1.92,1.83,1.83,..
United Kingdom,GBR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,28.0886,27.3458,26.603,26.4074,26.2118,26.0162,25.8206,25.625,24.1206,22.6162,21.1118,19.6074,18.103,16.7186,15.3342,..
United Kingdom,GBR,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,76,80,83,84,84,82,82,84,82,84,..,..,..,..,..,..
United Kingdom,GBR,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,6.6,6.4,6.3,6.3,6.1,6,5.9,5.8,5.6,5.4,5.2,5,4.8,4.6,4.4,4.2
United Kingdom,GBR,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,88,85,85,82,81,82,85,86,86,86,89,90,92,93,93,..
United Kingdom,GBR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,101.93338,101.81262,102.75191,102.07177,104.63343,105.38728,98.29451,96.93358,97.78373,99.36228,101.90886,92.84833,91.39314,124.42597,..,..
United Kingdom,GBR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.0055,1.005,1.00816,1.0193,1.01584,1.01599,1.01859,1.01206,1.00561,1.00181,0.99564,0.99936,0.99753,1.02369,..,..
United Kingdom,GBR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,Forest area (sq. km),AG.LND.FRST.K2,29540,29674,29808,29942,30076,30210,30286,30362,30438,30514,30590,30760,30930,31100,31270,31440
United Kingdom,GBR,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,..,..,138.593458603142,..,..,..,..,190.499097120176,..,..,..,..,228.975865879242,..,240.59493904847,..
United Kingdom,GBR,Improved water source (% of population with access),SH.H2O.SAFE.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Kingdom,GBR,Improved sanitation facilities (% of population with access),SH.STA.ACSN,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2
United Kingdom,GBR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3785.75312644999,3784.92413176913,3685.86547870028,3731.56287639312,3694.45912471856,3686.37596408257,3598.82018485107,3441.68876582795,3360.77537825613,3144.33115535018,3224.86416092441,2966.74478371571,3028.13418461138,2977.66680774859,2751.55889295617,..
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.19979829694484,9.23323701401393,8.87793487399689,9.02831786444569,8.98742851579831,8.98148147902875,8.89732410009266,8.61548931914232,8.43777320026641,7.5989996028985,7.84165331224773,7.08573208602778,..,..,..,..
United Kingdom,GBR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,6114.52925918564,6141.98255122284,6142.74983363365,6174.55089583941,6138.75413718816,6270.98405949047,6200.5541127704,6102.4130749608,6015.72686068947,5643.1285945674,5700.87179654262,5472.60387855512,5451.98374261974,5407.2913228568,..,..
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1554801028899.98,1535942133294.95,1680256294964.03,1943025306122.45,2297889051629.44,2418941818181.82,2588077276908.92,2969733893557.42,2793376838235.29,2314577036921.64,2403504326328.8,2594904662714.31,2630472981169.65,2712296271989.99,2990201431078.23,2848755449421.34
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.79884463004639,2.75803547041311,2.49391426618671,3.33666457132125,2.48845812089019,2.99635826433185,2.66182255294851,2.58603658251553,-0.466876766010373,-4.19194485998287,1.54017665028898,1.97239856307874,1.17905612305687,2.15990387108103,2.85284331716611,2.32918332093841
United Kingdom,GBR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.31318813764456,1.05220367853963,2.50884417035424,2.73029651013117,2.901390240924,2.91661442736246,2.98635941681762,2.86052772025289,2.86011562231583,2.04895552555018,3.11135318265063,2.09619045476417,1.62570701720392,1.98503391471144,1.83752566497395,0.273144551769832
United Kingdom,GBR,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,0.917435203065184,0.872152516490609,0.842865263220878,0.886261122835135,0.892871453937023,0.662398232039752,0.642077726116048,0.649077468597873,0.718288724758216,0.616607848531747,0.737903364278437,0.686491403960837,0.681865907108474,0.693897656883317,0.689721616300355,0.679903288736556
United Kingdom,GBR,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,27.0565247182944,25.5751641189528,25.1179233523141,24.0438091681344,23.1138569161696,23.2903276108811,23.2802706521662,22.6186970370816,22.2152529563601,20.8661875689188,20.7771952517772,20.9674346159895,20.7608683946975,21.2830189655016,20.9476384692726,20.1657907373331
United Kingdom,GBR,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,72.0260400786404,73.5526833645566,74.039211384465,75.0699297090305,75.9932716298933,76.0472741570792,76.0776516217178,76.7322254943206,77.0664583188816,78.5172045825494,78.4849013839444,78.3460739800496,78.5572656981941,78.023083377615,78.3626399144271,79.1543059739303
United Kingdom,GBR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,26.2584082026688,26.0576428348511,24.9760273025609,24.6313134241322,24.4035767468431,25.6549445362285,27.711393268971,25.6433284173464,27.6930001836013,26.829558862429,28.5669101821352,30.6937412008793,30.1303196648117,30.031949065938,28.253268428832,27.4340891539386
United Kingdom,GBR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,28.2228524049017,28.4906829212976,27.8980649684631,27.1652117505796,27.2127396309637,28.3898744605079,30.2794642476291,28.320261838624,30.7484155338554,29.1658561768077,31.3341021942107,32.3121619285203,32.1650743778724,32.0050906395519,30.146365300231,29.4008494937361
United Kingdom,GBR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.8873456549834,19.4239277838539,19.2570114007459,18.762997824558,18.3242544261167,18.4382652670063,18.7804097766277,19.1786820888071,18.0253053934695,15.2899556917253,16.3646509140187,16.1582730259096,16.2490924584423,16.891216975254,17.4826687152012,17.5127638579029
United Kingdom,GBR,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,35.7980201796864,35.986894328967,34.473051120049,34.2545141050817,35.1329408568353,35.5984359802709,36.2178129132246,36.0493655816686,37.5473234021915,34.6947992464295,35.2468069130622,35.547027440907,34.9372722888904,35.6787432944715,34.6257554062933,..
United Kingdom,GBR,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,0.610957108823942,-0.152293487557391,-2.72499328300628,-4.2626562951274,-4.1187723641092,-3.99017453582258,-3.6589128094297,-3.65006976048207,-5.61780525968398,-11.2508556201779,-9.53631774782906,-7.42306172351619,-7.87334713336972,-5.4858673079151,-4.96056094041824,..
United Kingdom,GBR,Start-up procedures to register a business (number),IC.REG.PROC,..,..,..,6,6,6,6,6,6,6,6,6,6,6,6,4
United Kingdom,GBR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,165.744123659553,139.946730635537,110.470908846661,124.84767915046,122.544124922098,126.426456271638,146.106862176707,129.522105948434,66.8779430125224,..,..,..,..,..,..,..
United Kingdom,GBR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.26758715724896,2.30019334238659,2.3604075403165,2.41586232452149,2.34860454128612,2.27997892391714,2.22101562611082,2.22182846417067,2.34896159968729,2.50224300965117,2.41651173734272,2.32279805863611,2.22376957182054,2.09644490990801,1.97782729136699,1.94655094280934
United Kingdom,GBR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,73.7081181590734,78.2021775089909,82.8308860268175,90.8845569481326,99.5061976238444,108.592021079486,115.600259824552,121.101810781501,122.186462395108,123.954724604287,123.625486273963,123.604198784553,124.761816931192,124.609807057798,123.581084629246,..
United Kingdom,GBR,Internet users (per 100 people),IT.NET.USER.P2,26.8217543508578,33.4810948744147,56.48,64.82,65.61,70,68.82,75.09,78.39,83.56,85,85.3799985496322,87.4799984242111,89.8441,91.61,..
United Kingdom,GBR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,32.3532433064598,34.0191995331495,31.6213888177183,26.2208885886026,24.4652657887619,27.9638731643531,33.854314611342,18.6603465672416,18.4634529952111,20.0149130778773,21.0135204824492,21.392659229761,21.739378218344,21.8645381710652,20.647166584182,20.8025670840152
United Kingdom,GBR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,40.7436585160473,40.1382761302644,38.3435493766023,36.2850899228365,35.6033726873308,37.6252631379329,41.0952964913459,36.3700397450437,40.4510535138058,37.7594303225828,41.8994001044412,45.6072900816706,44.4031294281016,44.2669319280925,39.9862980808906,38.1307479067973
United Kingdom,GBR,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,100,100.1426477166,100.7157946493,102.0131580334,102.656854732,104.4427254525,104.3554647708,103.7800893704,104.190582605,102.6674406908,102.7811366385,101.1766560849,100.9284294544,102.7811366385,100.8927692986,..
United Kingdom,GBR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,Net migration,SM.POP.NETM,..,..,968350,..,..,..,..,1523939,..,..,..,..,900000,..,..,..
